amps,cell,durs,expt,files,laser,laser_dur,laser_start,rep,spikes
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,251.133333333333
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,251.666666666666
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,253.166666666666
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,255.833333333332
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,256.333333333332
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,257.999999999999
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,259.499999999999
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,260.999999999999
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,262.666666666666
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,264.166666666665
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,267.199999999999
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,267.333333333332
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,278.033333333332
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,329.566666666666
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,331.733333333332
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,333.899999999999
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,334.233333333333
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,336.066666666666
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,336.566666666665
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,336.933333333333
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,338.733333333332
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,339.066666666666
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,341.066666666666
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,341.566666666666
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,342.233333333333
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,343.566666666666
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,344.066666666666
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,344.433333333332
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,344.899999999999
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,347.399999999999
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,349.399999999999
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,349.899999999999
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,351.733333333333
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,353.899999999999
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,354.233333333332
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,356.066666666666
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,356.399999999999
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,358.233333333333
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,358.566666666666
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,361.233333333333
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,362.066666666665
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,363.899999999999
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,364.233333333332
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,364.599999999999
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,366.066666666666
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,366.399999999999
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,366.766666666666
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,368.233333333333
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,368.566666666665
80,6,1000,soundfile,lunatics.wav,0,NaN,NaN,1,369.066666666666
